Season,Round,EventName,Driver,AvgQualiTime
2025,2,Chinese Grand Prix,PIA,107.078285
2025,2,Chinese Grand Prix,RUS,109.756437
2025,2,Chinese Grand Prix,NOR,108.33975
2025,2,Chinese Grand Prix,VER,102.6207
2025,2,Chinese Grand Prix,HAM,106.400285
2025,2,Chinese Grand Prix,LEC,105.563
2025,2,Chinese Grand Prix,HAD,104.172
2025,2,Chinese Grand Prix,ANT,108.146333
2025,2,Chinese Grand Prix,TSU,105.601833
2025,2,Chinese Grand Prix,ALB,105.644461
2025,2,Chinese Grand Prix,OCO,107.6378
2025,2,Chinese Grand Prix,HUL,102.7019
2025,2,Chinese Grand Prix,ALO,108.657272
2025,2,Chinese Grand Prix,STR,109.100727
2025,2,Chinese Grand Prix,SAI,104.4719
2025,2,Chinese Grand Prix,GAS,105.476166
2025,2,Chinese Grand Prix,BEA,109.3686
2025,2,Chinese Grand Prix,DOO,108.6092
2025,2,Chinese Grand Prix,BOR,105.835333
2025,2,Chinese Grand Prix,LAW,104.5154
2025,3,Japanese Grand Prix,VER,101.876545
2025,3,Japanese Grand Prix,NOR,104.735909
2025,3,Japanese Grand Prix,PIA,103.59609
2025,3,Japanese Grand Prix,LEC,100.444538
2025,3,Japanese Grand Prix,RUS,100.182666
2025,3,Japanese Grand Prix,ANT,101.6684
2025,3,Japanese Grand Prix,HAD,98.3592
2025,3,Japanese Grand Prix,HAM,103.239466
2025,3,Japanese Grand Prix,ALB,101.182416
2025,3,Japanese Grand Prix,BEA,98.528461
2025,3,Japanese Grand Prix,GAS,105.392125
2025,3,Japanese Grand Prix,SAI,103.5007
2025,3,Japanese Grand Prix,ALO,103.602285
2025,3,Japanese Grand Prix,LAW,101.091
2025,3,Japanese Grand Prix,TSU,105.59
2025,3,Japanese Grand Prix,HUL,106.622714
2025,3,Japanese Grand Prix,BOR,108.997571
2025,3,Japanese Grand Prix,OCO,100.102333
2025,3,Japanese Grand Prix,DOO,101.012666
2025,3,Japanese Grand Prix,STR,115.898
2025,4,Bahrain Grand Prix,PIA,107.159888
2025,4,Bahrain Grand Prix,RUS,110.504076
2025,4,Bahrain Grand Prix,LEC,103.188
2025,4,Bahrain Grand Prix,ANT,105.833333
2025,4,Bahrain Grand Prix,GAS,104.74009
2025,4,Bahrain Grand Prix,NOR,100.9616
2025,4,Bahrain Grand Prix,VER,101.248111
2025,4,Bahrain Grand Prix,SAI,105.45709
2025,4,Bahrain Grand Prix,HAM,102.7711
2025,4,Bahrain Grand Prix,TSU,103.097555
2025,4,Bahrain Grand Prix,DOO,105.791125
2025,4,Bahrain Grand Prix,HAD,108.224571
2025,4,Bahrain Grand Prix,ALO,105.370333
2025,4,Bahrain Grand Prix,OCO,102.397
2025,4,Bahrain Grand Prix,ALB,107.506
2025,4,Bahrain Grand Prix,HUL,103.0334
2025,4,Bahrain Grand Prix,LAW,108.02975
2025,4,Bahrain Grand Prix,BOR,113.1535
2025,4,Bahrain Grand Prix,STR,111.038166
2025,4,Bahrain Grand Prix,BEA,101.49075
2025,5,Saudi Arabian Grand Prix,VER,104.86223
2025,5,Saudi Arabian Grand Prix,PIA,103.62109
2025,5,Saudi Arabian Grand Prix,RUS,107.272777
2025,5,Saudi Arabian Grand Prix,LEC,105.073363
2025,5,Saudi Arabian Grand Prix,ANT,105.0039
2025,5,Saudi Arabian Grand Prix,SAI,108.044666
2025,5,Saudi Arabian Grand Prix,HAM,103.686181
2025,5,Saudi Arabian Grand Prix,TSU,102.766555
2025,5,Saudi Arabian Grand Prix,GAS,103.714
2025,5,Saudi Arabian Grand Prix,NOR,107.131142
2025,5,Saudi Arabian Grand Prix,ALB,103.0709
2025,5,Saudi Arabian Grand Prix,LAW,103.044285
2025,5,Saudi Arabian Grand Prix,ALO,107.3423
2025,5,Saudi Arabian Grand Prix,HAD,103.94175
2025,5,Saudi Arabian Grand Prix,BEA,102.6584
2025,5,Saudi Arabian Grand Prix,STR,107.613142
2025,5,Saudi Arabian Grand Prix,DOO,106.502
2025,5,Saudi Arabian Grand Prix,HUL,104.4328
2025,5,Saudi Arabian Grand Prix,OCO,103.613333
2025,5,Saudi Arabian Grand Prix,BOR,114.243666
2025,6,Miami Grand Prix,VER,100.897333
2025,6,Miami Grand Prix,NOR,101.913533
2025,6,Miami Grand Prix,ANT,107.708214
2025,6,Miami Grand Prix,PIA,107.1488
2025,6,Miami Grand Prix,RUS,102.231
2025,6,Miami Grand Prix,SAI,102.419083
2025,6,Miami Grand Prix,ALB,103.6755
2025,6,Miami Grand Prix,LEC,101.439538
2025,6,Miami Grand Prix,OCO,99.782692
2025,6,Miami Grand Prix,TSU,98.316666
2025,6,Miami Grand Prix,HAD,103.388714
2025,6,Miami Grand Prix,HAM,102.120555
2025,6,Miami Grand Prix,BOR,103.1206
2025,6,Miami Grand Prix,DOO,100.738555
2025,6,Miami Grand Prix,LAW,104.24
2025,6,Miami Grand Prix,HUL,98.0855
2025,6,Miami Grand Prix,ALO,108.298
2025,6,Miami Grand Prix,GAS,113.309571
2025,6,Miami Grand Prix,STR,102.124833
2025,6,Miami Grand Prix,BEA,106.252142
2025,7,Emilia Romagna Grand Prix,PIA,93.287
2025,7,Emilia Romagna Grand Prix,VER,88.9701
2025,7,Emilia Romagna Grand Prix,RUS,89.5724
2025,7,Emilia Romagna Grand Prix,NOR,90.310818
2025,7,Emilia Romagna Grand Prix,ALO,87.406454
2025,7,Emilia Romagna Grand Prix,SAI,88.655916
2025,7,Emilia Romagna Grand Prix,ALB,89.790363
2025,7,Emilia Romagna Grand Prix,STR,91.876076
2025,7,Emilia Romagna Grand Prix,HAD,92.454222
2025,7,Emilia Romagna Grand Prix,GAS,87.9353
2025,7,Emilia Romagna Grand Prix,LEC,90.209125
2025,7,Emilia Romagna Grand Prix,HAM,92.706125
2025,7,Emilia Romagna Grand Prix,ANT,91.372375
2025,7,Emilia Romagna Grand Prix,BOR,92.2784
2025,7,Emilia Romagna Grand Prix,COL,90.418
2025,7,Emilia Romagna Grand Prix,LAW,96.158333
2025,7,Emilia Romagna Grand Prix,HUL,92.092
2025,7,Emilia Romagna Grand Prix,OCO,93.673333
2025,7,Emilia Romagna Grand Prix,BEA,86.131
2025,8,Monaco Grand Prix,NOR,85.225272
2025,8,Monaco Grand Prix,LEC,86.475818
2025,8,Monaco Grand Prix,PIA,87.465
2025,8,Monaco Grand Prix,HAM,86.643826
2025,8,Monaco Grand Prix,VER,82.121866
2025,8,Monaco Grand Prix,HAD,85.54905
2025,8,Monaco Grand Prix,ALO,88.40748
2025,8,Monaco Grand Prix,OCO,83.186846
2025,8,Monaco Grand Prix,LAW,85.48345
2025,8,Monaco Grand Prix,ALB,88.859965
2025,8,Monaco Grand Prix,SAI,88.164909
2025,8,Monaco Grand Prix,TSU,88.314187
2025,8,Monaco Grand Prix,HUL,83.966333
2025,8,Monaco Grand Prix,RUS,91.389
2025,8,Monaco Grand Prix,ANT,91.8799
2025,8,Monaco Grand Prix,BOR,87.724
2025,8,Monaco Grand Prix,BEA,86.519833
2025,8,Monaco Grand Prix,GAS,87.336333
2025,8,Monaco Grand Prix,STR,98.9154
2025,8,Monaco Grand Prix,COL,85.9973
2025,9,Spanish Grand Prix,PIA,88.3415
2025,9,Spanish Grand Prix,NOR,87.921222
2025,9,Spanish Grand Prix,VER,89.213285
2025,9,Spanish Grand Prix,RUS,85.296714
2025,9,Spanish Grand Prix,HAM,89.493222
2025,9,Spanish Grand Prix,ANT,87.314272
2025,9,Spanish Grand Prix,LEC,89.165571
2025,9,Spanish Grand Prix,GAS,90.17109
2025,9,Spanish Grand Prix,HAD,89.383111
2025,9,Spanish Grand Prix,ALO,90.376375
2025,9,Spanish Grand Prix,ALB,90.389333
2025,9,Spanish Grand Prix,BOR,90.33975
2025,9,Spanish Grand Prix,LAW,88.1055
2025,9,Spanish Grand Prix,STR,86.6338
2025,9,Spanish Grand Prix,BEA,84.5188
2025,9,Spanish Grand Prix,HUL,92.9925
2025,9,Spanish Grand Prix,OCO,90.280333
2025,9,Spanish Grand Prix,SAI,97.20525
2025,9,Spanish Grand Prix,COL,85.7565
2025,9,Spanish Grand Prix,TSU,88.5215
